4.982843749999999972e+01,6.040553440821401665e+01,4.817114583333333400e+01,5.964458082343887924e+01,4.733510416666666742e+01,5.889262914573845364e+01,3.166000000000000000e+03,1.280000000000000000e+02,4.700000000000000000e+01,0.000000000000000000e+00,1.820000000000000000e+02,2.150000000000000000e+02,5.000000000000000000e+00,0.000000000000000000e+00,2.010000000000000000e+02,5.100000000000000000e+01,1.100000000000000000e+01,0.000000000000000000e+00,4.350000000000000000e+02,8.400000000000000000e+01,7.700000000000000000e+01,0.000000000000000000e+00,2.237000000000000000e+03,4.660000000000000000e+02,7.300000000000000000e+01,0.000000000000000000e+00,7.480000000000000000e+02,2.460000000000000000e+02,6.700000000000000000e+01,0.000000000000000000e+00,6.240000000000000000e+02,5.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,4.330000000000000000e+02,2.400000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,8.291137130801688500e+02,6.749406444323373389e-02,2.385269639298306377e-01,8.849292457744898366e-01,2.159066428701736720e-03,7.819215013935382258e-07,4.918687095603933467e-11,1.002890045663947770e-10,-7.030218730973167420e-21,-5.901858696611013730e-14,4.365617108175701142e-22,0.000000000000000000e+00
6.592552083333333712e+01,6.965958876580022263e+01,5.642374999999999829e+01,4.694398056127644026e+01,6.438020833333332860e+01,4.945080071771602093e+01,1.939000000000000000e+03,2.230000000000000000e+02,8.870000000000000000e+02,0.000000000000000000e+00,1.977000000000000000e+03,1.030000000000000000e+02,1.152000000000000000e+03,0.000000000000000000e+00,1.520000000000000000e+02,2.300000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,6.100000000000000000e+01,3.400000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.110000000000000000e+02,6.300000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.370000000000000000e+02,3.970000000000000000e+02,3.330000000000000000e+02,7.970000000000000000e+02,3.520000000000000000e+02,1.030000000000000000e+02,1.070000000000000000e+02,0.000000000000000000e+00,2.580000000000000000e+02,4.100000000000000000e+01,3.500000000000000000e+01,0.000000000000000000e+00,9.027515822784810098e+02,1.965142027950103620e-02,1.196115968333920226e-01,8.126408631092533197e-01,2.344912120427068702e-03,6.464505855402280577e-07,2.717676557344435644e-10,3.023150586273500872e-10,3.788762965660093406e-20,2.337455523156834860e-13,7.793228570331540748e-20,0.000000000000000000e+00
1.112983333333333320e+02,5.871054665806552464e+01,8.475593750000000171e+01,5.509666047952537582e+01,6.902791666666666970e+01,5.331934893319424162e+01,5.330000000000000000e+02,3.090000000000000000e+02,1.700000000000000000e+01,0.000000000000000000e+00,2.120000000000000000e+02,2.400000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,6.800000000000000000e+01,1.200000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,7.700000000000000000e+01,2.400000000000000000e+01,1.700000000000000000e+01,0.000000000000000000e+00,1.110000000000000000e+03,1.343000000000000000e+03,3.708000000000000000e+03,3.360000000000000000e+02,2.270000000000000000e+02,3.690000000000000000e+02,7.450000000000000000e+02,3.160000000000000000e+02,2.600000000000000000e+01,1.100000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.700000000000000000e+01,3.700000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,1.260793881856539883e+03,1.990011823132059252e-02,1.163298387981669818e-01,7.901930285149152411e-01,2.112137761137939610e-03,5.844752501162968605e-07,5.125607418047387306e-11,7.128903039417217921e-11,1.256323042358483695e-21,-4.738874073430007927e-14,-4.122101295937294236e-21,0.000000000000000000e+00
1.126954166666666737e+02,5.467973363742477488e+01,7.897197916666667084e+01,5.473878639197468488e+01,6.199947916666666714e+01,5.229870237933314314e+01,3.400000000000000000e+01,1.460000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.070000000000000000e+02,1.331000000000000000e+03,4.057000000000000000e+03,7.320000000000000000e+02,6.320000000000000000e+02,2.640000000000000000e+02,1.669000000000000000e+03,4.800000000000000000e+01,1.200000000000000000e+01,3.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.676512658227848078e+02,2.503402587540013574e-02,1.591523112653779604e-01,8.866962872007948526e-01,1.809721439075756902e-03,3.978575974941117022e-07,4.094541614005676884e-11,4.705340376819844882e-11,1.637563440711572933e-21,-2.947035678457700419e-14,1.258558401141469176e-21,0.000000000000000000e+00
1.209593749999999943e+02,4.768968721092686991e+01,1.010265624999999972e+02,4.738250625072781475e+01,7.769791666666667140e+01,4.721667250375007541e+01,9.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.400000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,6.310000000000000000e+02,1.900000000000000000e+02,1.560000000000000000e+02,0.000000000000000000e+00,3.424000000000000000e+03,2.705000000000000000e+03,1.606000000000000000e+03,2.300000000000000000e+02,1.280000000000000000e+02,1.010000000000000000e+02,2.790000000000000000e+02,3.400000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,4.000000000000000000e+00,1.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.645429324894514593e+02,2.347040487357995517e-02,1.582751956761183909e-01,8.485135697848066316e-01,1.680614685476874027e-03,2.909542601713443786e-07,1.385931543471367497e-11,4.195009094740242384e-11,-5.647916916410856486e-22,-1.514112199624817342e-14,8.391442966562584110e-22,0.000000000000000000e+00
1.031274999999999977e+02,5.472967843942930699e+01,1.102996875000000045e+02,6.025042081376425074e+01,1.090783333333333331e+02,6.071167780766911193e+01,1.629000000000000000e+03,4.140000000000000000e+02,5.600000000000000000e+01,1.500000000000000000e+01,7.930000000000000000e+02,2.438000000000000000e+03,2.100000000000000000e+01,1.000000000000000000e+00,5.620000000000000000e+02,2.120000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.770000000000000000e+02,1.410000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,1.414000000000000000e+03,3.330000000000000000e+02,9.800000000000000000e+01,0.000000000000000000e+00,4.530000000000000000e+02,9.300000000000000000e+01,8.600000000000000000e+01,0.000000000000000000e+00,1.710000000000000000e+02,4.100000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,8.800000000000000000e+01,4.400000000000000000e+01,4.000000000000000000e+00,0.000000000000000000e+00,1.326680274261603245e+03,1.717758260932651659e-02,1.359312593247839485e-01,8.091881743071770439e-01,1.390527364034478686e-03,3.049316461411357068e-07,2.891659719222487281e-11,1.476250021682767273e-11,-1.968060170122342957e-22,-3.490663670423172142e-15,2.330198068386493620e-22,0.000000000000000000e+00
1.203675000000000068e+02,5.765087584258080255e+01,1.167966666666666669e+02,5.754198385140675498e+01,1.079385416666666657e+02,5.813339163401069243e+01,3.700000000000000000e+01,1.000000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.400000000000000000e+01,4.470000000000000000e+02,4.000000000000000000e+00,0.000000000000000000e+00,7.300000000000000000e+01,4.610000000000000000e+02,1.000000000000000000e+01,0.000000000000000000e+00,1.284000000000000000e+03,1.456000000000000000e+03,1.200000000000000000e+01,0.000000000000000000e+00,3.466000000000000000e+03,1.236000000000000000e+03,2.530000000000000000e+02,1.000000000000000000e+01,1.710000000000000000e+02,2.390000000000000000e+02,1.200000000000000000e+02,9.500000000000000000e+01,2.000000000000000000e+01,2.100000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.800000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,1.106238502109704768e+03,1.733299232611285046e-02,1.252166126573513727e-01,8.320182395405359976e-01,1.305580727912688220e-03,2.072467724415151525e-07,1.076913889334052163e-11,1.152300669651406855e-11,9.768044348911761846e-23,-5.018355478518278406e-15,8.327989888647382298e-23,0.000000000000000000e+00
7.360458333333333769e+01,5.623156642248541459e+01,6.128781250000000114e+01,4.304553278949524753e+01,6.181062500000000171e+01,4.607982624868908061e+01,1.077000000000000000e+03,6.800000000000000000e+01,2.340000000000000000e+02,0.000000000000000000e+00,2.597000000000000000e+03,1.200000000000000000e+01,9.100000000000000000e+01,0.000000000000000000e+00,5.160000000000000000e+02,4.000000000000000000e+00,8.300000000000000000e+01,0.000000000000000000e+00,3.330000000000000000e+02,1.700000000000000000e+01,2.190000000000000000e+02,0.000000000000000000e+00,3.440000000000000000e+02,4.500000000000000000e+01,4.590000000000000000e+02,0.000000000000000000e+00,4.250000000000000000e+02,7.280000000000000000e+02,1.205000000000000000e+03,4.000000000000000000e+02,3.000000000000000000e+02,1.180000000000000000e+02,9.600000000000000000e+01,0.000000000000000000e+00,1.560000000000000000e+02,6.300000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,1.126812974683544326e+03,1.955378696933595881e-02,1.244917452508452760e-01,7.127160614465158917e-01,2.525273587805071298e-03,8.348544466935780751e-07,1.326520182175324653e-10,3.200279010472440868e-10,5.845793148946335401e-20,2.609389918813837709e-13,-3.050489575902230010e-20,0.000000000000000000e+00
6.854104166666667197e+01,5.767002022063338984e+01,6.573593750000000568e+01,5.435306607570015558e+01,5.727770833333333655e+01,4.443748843129635162e+01,3.791000000000000000e+03,7.700000000000000000e+01,3.860000000000000000e+02,0.000000000000000000e+00,2.500000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,9.600000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00,0.000000000000000000e+00,2.760000000000000000e+02,4.800000000000000000e+01,1.020000000000000000e+02,3.000000000000000000e+00,7.490000000000000000e+02,8.140000000000000000e+02,1.335000000000000000e+03,3.560000000000000000e+02,1.440000000000000000e+02,4.500000000000000000e+01,1.150000000000000000e+02,9.000000000000000000e+00,1.660000000000000000e+02,2.200000000000000000e+01,8.300000000000000000e+01,0.000000000000000000e+00,4.650000000000000000e+02,9.600000000000000000e+01,1.520000000000000000e+02,0.000000000000000000e+00,1.076023101265822788e+03,1.994758928873048912e-02,1.330470626034745696e-01,8.154987788770878820e-01,2.050313004127580011e-03,5.054732591079941092e-07,2.988812458100025860e-11,1.136471952175963025e-10,6.482032508374226496e-21,7.628594115767580223e-14,1.361609886172236982e-21,0.000000000000000000e+00
8.762218749999999545e+01,6.002207812031761591e+01,8.303562499999999602e+01,5.659633179390729651e+01,8.411458333333332860e+01,5.633513183612031128e+01,2.153000000000000000e+03,3.660000000000000000e+02,1.100000000000000000e+01,0.000000000000000000e+00,1.132000000000000000e+03,1.960000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.155000000000000000e+03,7.600000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,3.380000000000000000e+02,6.900000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,7.990000000000000000e+02,3.610000000000000000e+02,1.300000000000000000e+01,0.000000000000000000e+00,7.380000000000000000e+02,6.070000000000000000e+02,1.510000000000000000e+02,1.180000000000000000e+02,4.010000000000000000e+02,7.200000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,7.650000000000000000e+02,5.000000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,1.499094620253164521e+03,2.929072471191325813e-02,2.235967414729080061e-01,7.681828480558989813e-01,1.825697818664496260e-03,3.614884476733342509e-07,1.480891784912650277e-10,5.169843974037526793e-11,3.084108399705530099e-21,3.073221967047328964e-14,-3.309173796975420654e-21,0.000000000000000000e+00
9.019677083333333201e+01,5.376661303329866826e+01,8.089520833333332916e+01,4.626360450764651233e+01,9.181708333333332916e+01,4.885006055772147704e+01,5.216000000000000000e+03,3.790000000000000000e+02,3.140000000000000000e+02,0.000000000000000000e+00,1.420000000000000000e+02,1.700000000000000000e+01,1.400000000000000000e+01,0.000000000000000000e+00,3.100000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,0.000000000000000000e+00,1.300000000000000000e+01,0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,1.600000000000000000e+01,0.000000000000000000e+00,3.630000000000000000e+02,7.500000000000000000e+02,8.560000000000000000e+02,2.810000000000000000e+02,2.900000000000000000e+02,2.430000000000000000e+02,5.900000000000000000e+01,0.000000000000000000e+00,4.490000000000000000e+02,6.800000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,9.440892405063291335e+02,2.410977996145426822e-02,1.550226340830582472e-01,7.837029179578356430e-01,2.038528516194026280e-03,5.636837433191181816e-07,1.736284256805695515e-12,9.771765844008154564e-12,-1.089971518552751289e-23,3.864882273245056826e-15,3.874647527484372374e-23,0.000000000000000000e+00
